,x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph,x,y,pos
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.984,183306.306,0.024902951509305205
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.985,183306.305,0.02540101053949131
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.985,183306.305,0.025899069569677413
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.985,183306.305,0.02639712859986352
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.985,183306.304,0.026895187630049625
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.986,183306.304,0.027393246660235727
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.986,183306.303,0.02789130569042183
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.986,183306.303,0.028389364720607935
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.987,183306.302,0.028887423750794037
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.987,183306.302,0.029385482780980143
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.987,183306.302,0.02988354181116625
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.987,183306.301,0.03038160084135235
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.988,183306.301,0.030879659871538456
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.988,183306.3,0.031377718901724555
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.988,183306.3,0.03187577793191066
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.988,183306.299,0.03237383696209677
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.989,183306.299,0.03287189599228287
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.989,183306.299,0.03336995502246898
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.989,183306.298,0.03386801405265508
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.989,183306.298,0.03436607308284118
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.99,183306.297,0.03486413211302729
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.99,183306.297,0.03536219114321339
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.99,183306.297,0.0358602501733995
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.991,183306.296,0.036358309203585605
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.991,183306.296,0.036856368233771704
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.991,183306.295,0.03735442726395781
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.991,183306.295,0.037852486294143915
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.992,183306.294,0.038350545324330014
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.992,183306.294,0.03884860435451612
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.992,183306.294,0.039346663384702225
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.992,183306.293,0.03984472241488833
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.993,183306.293,0.04034278144507444
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.993,183306.292,0.040840840475260536
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.993,183306.292,0.04133889950544664
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.993,183306.292,0.04183695853563274
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.994,183306.291,0.04233501756581885
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.994,183306.291,0.04283307659600496
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.994,183306.29,0.04333113562619106
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.995,183306.29,0.04382919465637716
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.995,183306.289,0.04432725368656327
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.995,183306.289,0.04482531271674937
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.995,183306.289,0.04532337174693547
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.996,183306.288,0.045821430777121586
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.996,183306.288,0.046319489807307684
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.996,183306.287,0.04681754883749379
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.996,183306.287,0.04731560786767989
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.997,183306.286,0.047813666897865995
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.997,183306.286,0.0483117259280521
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.997,183306.286,0.0488097849582382
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.997,183306.285,0.04930784398842431
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.998,183306.285,0.04980590301861041
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.998,183306.284,0.050303962048796516
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.998,183306.284,0.05080202107898262
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.999,183306.284,0.05130008010916872
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.999,183306.283,0.051798139139354826
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.999,183306.283,0.05229619816954093
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107763.999,183306.282,0.05279425719972704
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.0,183306.282,0.05329231622991314
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.0,183306.281,0.05379037526009925
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.0,183306.281,0.05428843429028535
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.0,183306.281,0.054786493320471454
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.001,183306.28,0.05528455235065755
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.001,183306.28,0.05578261138084366
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.001,183306.279,0.05628067041102977
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.002,183306.279,0.05677872944121587
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.002,183306.278,0.057276788471401975
8177,107763.971,183306.327,27.6337591,34539.53,0.00254585,0.001404028,0.000822536,0.000569049,0.000216854,0.000190861,1.459501016,0.274244893,2.803798358,0.050725831,3.197980977,-4.446534053,107764.002,183306.278,0.057774847501588074
