,x,y,z,t,HCP0.5,PRP0.6,HCP1.0,PRP1.1,HCP2.0,PRP2.1,HCP0.5_inph,PRP0.6_inph,HCP1.0_inph,PRP1.1_inph,HCP2.0_inph,PRP2.1_inph
116,107769.88,183238.025,28.55,32796.31,0.008584895,0.005114288,0.002055893,0.001899948,0.000292744,0.000534422,1.600081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
117,107769.88,183238.042,28.55,32796.51,0.008536712,0.005114288,0.002055893,0.001899948,0.000292744,0.000534422,1.610081341,0.234503606,3.271992023,0.373607459,4.694878884,-4.266518389
118,107769.873,183238.071,28.55,32796.71,0.00851744,0.005105278,0.002038393,0.001899948,0.000290034,0.000534422,1.610081341,0.224503606,3.311992023,0.373607459,4.544878884,-4.266518389
119,107769.824,183238.147,28.55,32796.91,0.00851744,0.005105278,0.002038393,0.001899948,0.000290034,0.000534422,1.630081341,0.224503606,3.311992023,0.373607459,4.544878884,-4.266518389
120,107769.751,183238.249,28.55,32797.09,0.00851744,0.005060225,0.002022839,0.001887168,0.000290034,0.000534422,1.640081341,0.214503606,3.381992023,0.313607459,4.544878884,-4.266518389
121,107769.649,183238.388,28.55,32797.29,0.008488533,0.005024183,0.002022839,0.001889298,0.000287115,0.000533935,1.650081341,0.214503606,3.381992023,0.293607459,4.444878884,-4.716518389
122,107769.538,183238.538,28.55,32797.49,0.008411456,0.00497012,0.002007286,0.001889298,0.000287115,0.00053296,1.670081341,0.204503606,3.431992023,0.293607459,4.444878884,-5.316518389
123,107769.426,183238.693,28.55,32797.69,0.008392188,0.004916057,0.001991734,0.001904208,0.000286073,0.00053296,1.680081341,0.194503606,3.351992023,0.283607459,4.294878884,-5.316518389
124,107769.293,183238.875,28.55,32797.89,0.008382554,0.004898036,0.001985902,0.001923377,0.000286073,0.000533447,1.680081341,0.194503606,3.241992023,0.243607459,4.294878884,-6.066518389
125,107769.12,183239.107,28.55,32798.11,0.008353654,0.004952099,0.001987846,0.001925507,0.000286698,0.000533447,1.650081341,0.204503606,3.201992023,0.173607459,4.174878884,-6.066518389
126,107768.946,183239.342,28.5477158,32798.31,0.008295859,0.005060225,0.001987846,0.001912727,0.000287949,0.000531498,1.620081341,0.224503606,3.201992023,0.163607459,4.554878884,-5.806518389
127,107768.763,183239.592,28.5477158,32798.51,0.008238071,0.005042204,0.001995622,0.001895688,0.000289408,0.000524187,1.610081341,0.234503606,3.191992023,0.213607459,5.144878884,-4.546518389
128,107768.571,183239.855,28.5296478,32798.71,0.00814177,0.004889025,0.002013118,0.001895688,0.000291285,0.000520288,1.590081341,0.224503606,3.091992023,0.213607459,5.344878884,-4.406518389
129,107768.36,183240.148,28.5014998,32798.91,0.007987723,0.004672775,0.002030616,0.001850959,0.000291285,0.000520288,1.560081341,0.244503606,2.841992023,0.243607459,5.344878884,-4.406518389
130,107767.419,183241.477,28.35,32799.12,0.007824093,0.004429497,0.002028672,0.001678435,0.000293161,0.000505179,1.540081341,0.274503606,2.751992023,0.283607459,5.094878884,-4.416518389
131,107767.401,183241.488,28.45,32799.32,0.007573929,0.00414117,0.001995622,0.001678435,0.000294828,0.000505179,1.550081341,0.254503606,2.951992023,0.283607459,4.944878884,-4.416518389
132,107767.498,183241.231,28.55,32799.52,0.007285423,0.003960968,0.001941198,0.001597499,0.000295662,0.00049202,1.580081341,0.244503606,3.151992023,0.343607459,5.064878884,-3.896518389
133,107767.434,183241.545,28.15,32799.72,0.007083566,0.003906907,0.001877076,0.001539993,0.000295037,0.000475449,1.610081341,0.234503606,3.181992023,0.303607459,5.084878884,-3.906518389
134,107767.158,183241.921,28.15,32799.92,0.006949038,0.003852847,0.001824631,0.001512305,0.000292535,0.000459366,1.630081341,0.214503606,3.121992023,0.223607459,5.034878884,-4.396518389
135,107766.9,183242.275,28.15,32800.1,0.006852966,0.003807797,0.001787735,0.001491007,0.000290242,0.000448156,1.630081341,0.184503606,3.021992023,0.173607459,4.894878884,-4.556518389
136,107766.623,183242.648,28.15,32800.3,0.0067281,0.003744727,0.001764437,0.001465449,0.000289617,0.000440846,1.610081341,0.204503606,2.951992023,0.153607459,4.804878884,-4.256518389
137,107766.346,183243.025,28.15,32800.5,0.006526456,0.003618588,0.001745025,0.001424982,0.000290659,0.000435972,1.580081341,0.224503606,2.911992023,0.183607459,4.824878884,-4.366518389
138,107766.078,183243.396,28.15,32800.7,0.006334491,0.0034474,0.001731438,0.001380256,0.000291076,0.000430124,1.570081341,0.234503606,2.971992023,0.213607459,4.894878884,-4.876518389
139,107765.81,183243.77,28.15,32800.9,0.006228943,0.003258194,0.001719793,0.001346179,0.000289825,0.000422326,1.590081341,0.234503606,3.131992023,0.213607459,5.044878884,-4.956518389
140,107765.512,183244.19,28.15,32801.11,0.006075462,0.003150077,0.001702328,0.001312102,0.000288575,0.000415503,1.630081341,0.224503606,3.131992023,0.203607459,5.044878884,-4.476518389
141,107765.243,183244.572,28.15,32801.32,0.00597956,0.003141067,0.001675164,0.001288675,0.000287324,0.00040868,1.630081341,0.224503606,3.041992023,0.193607459,4.974878884,-3.686518389
